TimeStamp,PM1(Ug/m3),PM2.5(Ug/m3),PM10(Ug/m3),MOD13A3_006_Line_Y_1km,MOD13A3_006_Sample_X_1km,EVI,NDVI,MOD13A3_006__1_km_monthly_VI_Quality,average humidity (%),total rainfall (mm),average pressure (kPa),total radiation (W/m2),average temperature (oC),average windspeed (m/s),min windspeed (m/s),max windspeed (m/s),winddirection_E,winddirection_N,winddirection_NE,winddirection_NW,winddirection_S,winddirection_SE,winddirection_SW,winddirection_W
2018-11-14,0.01,0.01,0.01,1157.0,310.0,0.1963,0.3466,2253.0,76.5,0.0,87.397,5205.46,23.78,1.12,0.3,2.89,0,0,0,0,0,1,0,0
2018-11-15,0.73,0.76,0.76,1157.0,310.0,0.1963,0.3466,2253.0,80.83,3.49,87.54,3022.36,22.52,1.17,0.33,3.14,0,0,0,0,0,1,0,0
2018-11-16,0.6,0.62,0.62,1157.0,310.0,0.1963,0.3466,2253.0,81.38,0.32,87.70700000000001,3215.17,22.54,0.93,0.44,2.06,0,0,0,0,0,1,0,0
2018-11-17,5.359999999999999,7.079999999999999,8.815000000000001,1157.0,310.0,0.1963,0.3466,2253.0,82.17,6.35,87.705,3282.16,22.8,1.15,0.4,2.48,0,0,0,0,0,1,0,0
2018-11-18,10.12,13.54,17.01,1157.0,310.0,0.1963,0.3466,2253.0,81.17,26.32,87.743,4053.65,22.42,0.88,0.5,1.58,0,0,0,0,1,0,0,0
2018-11-19,2.06,2.54,2.84,1157.0,310.0,0.1963,0.3466,2253.0,79.5,0.82,87.63,4089.4,23.32,0.73,0.32,1.19,0,0,0,0,0,1,0,0
2018-11-20,6.615,7.75,9.67,1157.0,310.0,0.1963,0.3466,2253.0,80.0,12.11,87.64,4630.45,23.45,0.7,0.29,1.29,0,0,0,0,1,0,0,0
2018-11-21,6.615,7.75,9.67,1157.0,310.0,0.1963,0.3466,2253.0,76.21,0.05,87.634,4508.37,23.77,0.67,0.31,1.31,0,0,0,0,1,0,0,0
2018-11-22,6.615,7.75,9.67,1157.0,310.0,0.1963,0.3466,2253.0,79.83,0.02,87.641,4369.34,23.47,1.13,0.46,2.64,0,0,0,0,1,0,0,0
2018-11-23,11.17,12.96,16.5,1157.0,310.0,0.1963,0.3466,2253.0,83.67,0.09,87.64299999999999,2820.5,22.5,0.73,0.37,1.18,0,0,0,0,1,0,0,0
2018-11-24,27.66,31.9,35.13,1157.0,310.0,0.1963,0.3466,2253.0,80.29,0.07,87.695,3845.44,23.11,0.87,0.44,1.7,0,0,0,0,1,0,0,0
2018-11-25,14.14,16.12,19.08,1157.0,310.0,0.1963,0.3466,2253.0,83.79,0.14,87.64200000000001,4334.46,23.41,0.9,0.37,1.75,0,0,0,0,1,0,0,0
2018-11-26,16.0,18.18,20.58,1157.0,310.0,0.1963,0.3466,2253.0,77.83,0.06,87.55799999999999,4034.99,23.69,0.98,0.31,2.02,0,0,0,0,1,0,0,0
2018-11-27,3.7,4.68,7.21,1157.0,310.0,0.1963,0.3466,2253.0,73.5,0.04,87.551,4916.73,24.45,1.02,0.22,1.98,0,0,0,0,1,0,0,0
2018-11-28,4.62,5.92,9.56,1157.0,310.0,0.1963,0.3466,2253.0,73.38,0.0,87.544,4716.37,24.39,0.98,0.27,2.07,0,0,0,0,1,0,0,0
2018-11-29,10.825000000000001,14.07,23.375,1157.0,310.0,0.1963,0.3466,2253.0,70.54,0.0,87.478,5049.9,24.65,0.95,0.26,2.08,0,0,0,0,0,1,0,0
2018-11-30,10.825000000000001,14.07,23.375,1157.0,310.0,0.1963,0.3466,2253.0,60.67,0.0,87.435,5149.88,24.98,2.05,0.51,3.44,0,0,0,0,0,1,0,0
2018-12-01,17.03,22.22,37.19,1157.0,310.0,0.184,0.3233,2112.0,65.04,0.0,87.456,4382.59,24.27,2.38,0.5,3.96,0,0,0,0,0,1,0,0
2018-12-02,13.26,17.3,26.19,1157.0,310.0,0.184,0.3233,2112.0,74.67,0.59,87.46,3712.15,23.8,1.65,0.28,3.86,0,0,0,0,0,1,0,0
2018-12-03,3.29,4.43,8.91,1157.0,310.0,0.184,0.3233,2112.0,82.92,10.41,87.444,3224.91,21.57,0.86,0.32,1.35,1,0,0,0,0,0,0,0
2018-12-04,2.88,3.68,4.56,1157.0,310.0,0.184,0.3233,2112.0,87.33,4.75,87.602,2449.84,21.3,0.57,0.2,0.89,0,0,0,0,0,1,0,0
2018-12-05,4.72,5.965,9.23,1157.0,310.0,0.184,0.3233,2112.0,85.54,0.02,87.661,3367.12,22.21,0.68,0.35,1.41,0,0,0,0,1,0,0,0
2018-12-06,4.72,5.965,9.23,1157.0,310.0,0.184,0.3233,2112.0,88.54,24.39,87.605,2505.44,21.68,1.11,0.0,6.65,0,0,0,0,1,0,0,0
2018-12-07,4.72,5.965,9.23,1157.0,310.0,0.184,0.3233,2112.0,77.42,0.12,87.432,4025.98,24.34,0.98,0.4,1.92,0,0,0,0,0,1,0,0
2018-12-08,4.72,5.965,9.23,1157.0,310.0,0.184,0.3233,2112.0,76.25,15.38,87.62299999999999,3762.12,23.56,1.34,0.48,4.21,0,0,0,0,0,1,0,0
2018-12-09,4.72,5.965,9.23,1157.0,310.0,0.184,0.3233,2112.0,91.79,0.95,87.881,2209.51,19.78,0.88,0.38,1.55,0,0,0,0,0,1,0,0
2018-12-10,4.72,5.965,9.23,1157.0,310.0,0.184,0.3233,2112.0,85.79,5.21,87.932,2585.12,21.1,0.75,0.37,1.27,0,0,0,0,0,1,0,0
2018-12-11,4.72,5.965,9.23,1157.0,310.0,0.184,0.3233,2112.0,98.29,17.84,88.014,757.54,17.91,1.01,0.73,1.55,0,0,0,0,0,1,0,0
2018-12-12,4.72,5.965,9.23,1157.0,310.0,0.184,0.3233,2112.0,83.33,0.04,87.92299999999999,3272.1,22.01,0.86,0.52,1.12,0,0,0,0,0,1,0,0
2018-12-13,4.72,5.965,9.23,1157.0,310.0,0.184,0.3233,2112.0,86.88,0.0,87.954,1994.96,21.42,0.65,0.4,0.97,0,0,0,0,1,0,0,0
2018-12-14,4.72,5.965,9.23,1157.0,310.0,0.184,0.3233,2112.0,83.46,0.0,87.89,3769.41,22.44,0.86,0.4,1.38,0,0,0,0,1,0,0,0
2018-12-15,4.72,5.965,9.23,1157.0,310.0,0.184,0.3233,2112.0,85.54,38.67,87.87299999999999,3753.42,22.02,0.89,0.4,1.94,0,0,0,0,1,0,0,0
2018-12-16,4.72,5.965,9.23,1157.0,310.0,0.184,0.3233,2112.0,81.71,0.54,87.838,4138.06,21.32,1.9,0.0,23.31,0,0,0,0,1,0,0,0
2018-12-17,4.72,5.965,9.23,1157.0,310.0,0.184,0.3233,2112.0,75.92,0.07,87.76299999999999,4934.68,23.9,1.78,0.51,4.25,0,0,0,0,0,1,0,0
2018-12-18,4.72,5.965,9.23,1157.0,310.0,0.184,0.3233,2112.0,85.46,0.33,87.71700000000001,1833.93,22.34,0.89,0.53,1.35,0,0,0,0,1,0,0,0
2018-12-19,4.72,5.965,9.23,1157.0,310.0,0.184,0.3233,2112.0,82.71,0.29,87.71700000000001,2154.82,22.74,1.3,0.38,3.41,0,0,0,0,0,1,0,0
2018-12-20,4.72,5.965,9.23,1157.0,310.0,0.184,0.3233,2112.0,86.92,0.97,87.68700000000001,1546.35,21.25,0.74,0.27,1.22,0,0,0,0,1,0,0,0
2018-12-21,4.72,5.965,9.23,1157.0,310.0,0.184,0.3233,2112.0,83.83,3.42,87.618,3013.8,22.34,1.47,0.29,3.74,0,0,0,0,0,1,0,0
2018-12-22,4.72,5.965,9.23,1157.0,310.0,0.184,0.3233,2112.0,80.92,0.11,87.501,4209.52,23.32,1.44,0.61,2.47,0,0,0,0,0,1,0,0
2018-12-23,4.72,5.965,9.23,1157.0,310.0,0.184,0.3233,2112.0,88.0,0.54,87.579,1204.27,20.92,0.76,0.41,1.35,0,0,0,0,0,1,0,0
2018-12-24,4.72,5.965,9.23,1157.0,310.0,0.184,0.3233,2112.0,83.38,0.81,87.60600000000001,3880.76,22.61,1.59,0.58,3.97,0,0,0,0,1,0,0,0
2018-12-25,4.72,5.965,9.23,1157.0,310.0,0.184,0.3233,2112.0,82.21,0.19,87.60799999999999,3730.86,22.74,1.02,0.52,1.81,0,0,0,0,1,0,0,0
2018-12-26,4.72,5.965,9.23,1157.0,310.0,0.184,0.3233,2112.0,80.88,0.15,87.63,4824.01,24.02,1.69,0.87,2.9,0,0,0,0,0,1,0,0
2018-12-27,4.72,5.965,9.23,1157.0,310.0,0.184,0.3233,2112.0,76.83,0.11,87.59899999999999,4630.73,23.92,1.25,0.6,1.78,0,0,0,0,0,1,0,0
2018-12-28,4.72,5.965,9.23,1157.0,310.0,0.184,0.3233,2112.0,76.63,0.18,87.625,3862.07,23.9,1.88,0.38,3.8,0,0,0,0,0,1,0,0
2018-12-29,4.72,5.965,9.23,1157.0,310.0,0.184,0.3233,2112.0,83.67,5.43,87.675,2808.7,21.24,1.15,0.41,3.6,0,0,0,0,0,1,0,0
2018-12-30,4.72,5.965,9.23,1157.0,310.0,0.184,0.3233,2112.0,75.67,0.0,87.68799999999999,4810.0,23.57,2.03,0.45,4.09,0,0,0,0,0,1,0,0
2018-12-31,4.72,5.965,9.23,1157.0,310.0,0.184,0.3233,2112.0,78.29,0.0,87.71600000000001,4296.84,23.44,1.77,0.43,3.8,0,0,0,0,0,1,0,0
2019-01-01,4.72,5.965,9.23,1157.0,310.0,0.2,0.3491,2112.0,79.17,20.11,87.805,4515.33,22.74,1.79,0.0,4.77,0,0,0,0,0,1,0,0
2019-01-02,4.72,5.965,9.23,1157.0,310.0,0.2,0.3491,2112.0,84.79,18.68,87.781,4294.26,22.27,0.92,0.39,1.48,0,0,0,0,1,0,0,0
2019-01-03,4.72,5.965,9.23,1157.0,310.0,0.2,0.3491,2112.0,76.5,8.34,87.68700000000001,3302.22,23.4,1.13,0.25,3.73,0,0,0,0,1,0,0,0
2019-01-04,4.72,5.965,9.23,1157.0,310.0,0.2,0.3491,2112.0,81.83,18.47,87.689,4347.27,22.61,1.21,0.0,3.84,0,0,0,0,0,1,0,0
2019-01-05,4.72,5.965,9.23,1157.0,310.0,0.2,0.3491,2112.0,73.0,0.1,87.666,5034.16,24.27,4.72,0.0,36.91,0,0,0,0,0,1,0,0
2019-01-06,4.72,5.965,9.23,1157.0,310.0,0.2,0.3491,2112.0,66.75,0.0,87.57600000000001,4612.63,24.76,2.11,0.55,4.24,0,0,0,0,0,1,0,0
2019-01-07,4.72,5.965,9.23,1157.0,310.0,0.2,0.3491,2112.0,65.58,0.0,87.536,4747.04,25.12,2.51,0.48,5.48,0,0,0,0,0,1,0,0
2019-01-08,4.72,5.965,9.23,1157.0,310.0,0.2,0.3491,2112.0,78.42,0.7,87.59200000000001,2510.11,22.67,1.61,0.41,3.78,0,0,0,0,0,1,0,0
2019-01-09,4.72,5.965,9.23,1157.0,310.0,0.2,0.3491,2112.0,76.71,0.0,87.581,4150.46,24.24,2.09,0.53,4.63,0,0,0,0,0,1,0,0
2019-01-10,4.72,5.965,9.23,1157.0,310.0,0.2,0.3491,2112.0,66.0,0.0,87.587,4031.51,25.47,2.93,0.57,5.23,0,0,0,0,0,1,0,0
2019-01-11,4.72,5.965,9.23,1157.0,310.0,0.2,0.3491,2112.0,68.21,0.0,87.523,4022.66,25.21,3.02,0.46,5.88,0,0,0,0,0,1,0,0
2019-01-12,4.72,5.965,9.23,1157.0,310.0,0.2,0.3491,2112.0,62.42,0.0,87.505,4914.39,24.88,3.26,0.63,5.81,0,0,0,0,0,1,0,0
2019-01-13,4.72,5.965,9.23,1157.0,310.0,0.2,0.3491,2112.0,68.42,0.04,87.54899999999999,5103.02,24.29,2.7,0.38,6.03,0,0,0,0,0,1,0,0
2019-01-14,4.72,5.965,9.23,1157.0,310.0,0.2,0.3491,2112.0,71.38,0.0,87.62899999999999,3265.53,24.29,2.05,0.38,4.3,0,0,0,0,0,1,0,0
2019-01-15,4.72,5.965,9.23,1157.0,310.0,0.2,0.3491,2112.0,77.5,0.31,87.745,3666.6,22.74,1.41,0.58,3.88,0,0,0,0,0,1,0,0
2019-01-16,4.72,5.965,9.23,1157.0,310.0,0.2,0.3491,2112.0,83.83,7.68,87.82799999999999,3840.94,21.77,1.7,0.56,3.34,0,0,0,0,0,1,0,0
2019-01-17,4.72,5.965,9.23,1157.0,310.0,0.2,0.3491,2112.0,83.17,0.04,87.66,3625.78,23.02,1.34,0.49,3.07,0,0,0,0,0,1,0,0
2019-01-18,4.72,5.965,9.23,1157.0,310.0,0.2,0.3491,2112.0,78.33,0.02,87.686,4100.23,23.3,1.44,0.44,3.36,0,0,0,0,0,1,0,0
2019-01-19,4.72,5.965,9.23,1157.0,310.0,0.2,0.3491,2112.0,84.54,5.57,87.713,2554.3,21.64,1.13,0.49,3.42,0,0,0,0,1,0,0,0
2019-01-20,4.72,5.965,9.23,1157.0,310.0,0.2,0.3491,2112.0,92.38,12.03,87.775,1598.53,20.43,0.75,0.42,1.22,0,0,0,0,1,0,0,0
2019-01-21,4.72,5.965,9.23,1157.0,310.0,0.2,0.3491,2112.0,86.13,2.39,87.818,2720.17,21.63,1.37,0.52,3.51,0,0,0,0,0,1,0,0
2019-01-22,4.72,5.965,9.23,1157.0,310.0,0.2,0.3491,2112.0,85.13,2.99,87.641,3449.64,22.61,1.34,0.47,3.46,0,0,0,0,1,0,0,0
2019-01-23,4.72,5.965,9.23,1157.0,310.0,0.2,0.3491,2112.0,87.92,3.47,87.645,2029.57,22.58,0.62,0.35,0.89,0,0,0,0,1,0,0,0
2019-01-24,4.72,5.965,9.23,1157.0,310.0,0.2,0.3491,2112.0,81.96,0.35,87.662,3375.54,23.73,1.41,0.46,3.36,0,0,0,0,0,1,0,0
2019-01-25,4.72,5.965,9.23,1157.0,310.0,0.2,0.3491,2112.0,79.33,0.08,87.70100000000001,4867.56,24.29,1.93,0.53,4.06,0,0,0,0,0,1,0,0
2019-01-26,4.72,5.965,9.23,1157.0,310.0,0.2,0.3491,2112.0,77.58,0.08,87.719,4731.17,23.98,1.88,0.67,3.73,0,0,0,0,0,1,0,0
2019-01-27,4.72,5.965,9.23,1157.0,310.0,0.2,0.3491,2112.0,80.75,0.18,87.624,3232.96,24.02,1.45,0.43,3.26,0,0,0,0,1,0,0,0
2019-01-28,4.72,5.965,9.23,1157.0,310.0,0.2,0.3491,2112.0,78.79,0.17,87.536,4213.23,24.58,1.79,0.37,3.9,0,0,0,0,0,1,0,0
2019-01-29,4.72,5.965,9.23,1157.0,310.0,0.2,0.3491,2112.0,74.54,0.05,87.585,4343.34,24.87,1.9,0.58,3.89,0,0,0,0,0,1,0,0
2019-01-30,4.72,5.965,9.23,1157.0,310.0,0.2,0.3491,2112.0,69.5,0.0,87.63600000000001,4672.8,24.59,2.5,0.38,4.82,0,0,0,0,0,1,0,0
2019-01-31,4.72,5.965,9.23,1157.0,310.0,0.2,0.3491,2112.0,72.63,0.04,87.624,4418.63,24.26,2.0,0.47,3.96,0,0,0,0,0,1,0,0
2019-02-01,4.72,5.965,9.23,1157.0,310.0,0.1621,0.3036,2112.0,75.17,0.13,87.63600000000001,4434.64,24.48,1.96,0.5,3.8,0,0,0,0,0,1,0,0
2019-02-02,4.72,5.965,9.23,1157.0,310.0,0.1621,0.3036,2112.0,66.63,0.04,87.575,4994.07,25.17,2.43,0.5,4.47,0,0,0,0,0,1,0,0
2019-02-03,4.72,5.965,9.23,1157.0,310.0,0.1621,0.3036,2112.0,71.33,0.14,87.51,4908.9,25.17,2.2,0.43,4.3,0,0,0,0,0,1,0,0
2019-02-04,4.72,5.965,9.23,1157.0,310.0,0.1621,0.3036,2112.0,73.67,0.12,87.479,4973.98,25.05,2.33,0.46,4.77,0,0,0,0,0,1,0,0
2019-02-05,4.72,5.965,9.23,1157.0,310.0,0.1621,0.3036,2112.0,76.79,0.02,87.53,3180.6,24.6,2.4,0.73,4.73,0,0,0,0,0,1,0,0
2019-02-06,4.72,5.965,9.23,1157.0,310.0,0.1621,0.3036,2112.0,76.5,0.08,87.58,4045.63,24.86,1.86,0.45,3.74,0,0,0,0,0,1,0,0
2019-02-07,6.56,8.25,13.9,1157.0,310.0,0.1621,0.3036,2112.0,79.0,0.08,87.63799999999999,3293.9,23.73,1.81,0.35,3.62,0,0,0,0,0,1,0,0
2019-02-08,7.97,11.7,26.75,1157.0,310.0,0.1621,0.3036,2112.0,76.88,0.04,87.541,4213.65,25.38,1.91,0.57,3.9,0,0,0,0,1,0,0,0
2019-02-09,12.65,20.51,46.45,1157.0,310.0,0.1621,0.3036,2112.0,77.54,0.0,87.431,3217.31,25.78,1.71,0.5,3.71,0,0,0,0,0,1,0,0
2019-02-10,17.81,29.02,61.09,1157.0,310.0,0.1621,0.3036,2112.0,68.42,0.0,87.476,4479.56,26.08,2.53,0.3,4.67,0,0,0,0,0,1,0,0
2019-02-11,17.38,30.31,76.7,1157.0,310.0,0.1621,0.3036,2112.0,71.29,0.0,87.585,2563.3,24.34,2.78,0.51,4.43,0,0,0,0,0,1,0,0
2019-02-12,15.625,26.72,65.695,1157.0,310.0,0.1621,0.3036,2112.0,79.13,0.12,87.509,3649.75,24.78,1.84,0.4,3.78,0,0,0,0,0,1,0,0
2019-02-13,13.87,23.13,54.69,1157.0,310.0,0.1621,0.3036,2112.0,68.17,0.12,87.63799999999999,4923.16,25.63,2.16,0.51,4.08,0,0,0,0,0,1,0,0
2019-02-14,13.1,21.52,47.83,1157.0,310.0,0.1621,0.3036,2112.0,59.63,0.0,87.736,4917.36,26.38,3.1,1.24,4.62,0,0,0,0,0,1,0,0
2019-02-15,22.95,39.29,82.1,1157.0,310.0,0.1621,0.3036,2112.0,67.08,1.99,87.792,3213.31,23.87,1.56,0.33,3.64,0,0,0,0,0,1,0,0
2019-02-16,16.65,27.3,52.63,1157.0,310.0,0.1621,0.3036,2112.0,65.96,0.0,87.795,5753.17,24.74,0.67,0.22,1.33,0,0,1,0,0,0,0,0
2019-02-17,18.89,30.36,56.85,1157.0,310.0,0.1621,0.3036,2112.0,74.71,1.47,87.735,3694.69,23.36,0.64,0.2,1.34,1,0,0,0,0,0,0,0
2019-02-18,19.07,32.26,66.16,1157.0,310.0,0.1621,0.3036,2112.0,66.17,0.46,87.63600000000001,4015.29,23.52,0.69,0.22,1.51,1,0,0,0,0,0,0,0
2019-02-19,20.97,35.98,72.26,1157.0,310.0,0.1621,0.3036,2112.0,62.92,0.0,87.571,5233.37,24.56,0.74,0.34,1.55,1,0,0,0,0,0,0,0
2019-02-20,10.69,17.84,35.69,1157.0,310.0,0.1621,0.3036,2112.0,68.13,0.0,87.635,5195.8,24.78,0.7,0.27,1.25,0,0,0,0,1,0,0,0
2019-02-21,6.91,11.29,24.04,1157.0,310.0,0.1621,0.3036,2112.0,78.71,24.87,87.721,5436.57,22.74,0.76,0.4,1.27,0,0,0,0,0,1,0,0
2019-02-22,6.6,11.07,23.97,1157.0,310.0,0.1621,0.3036,2112.0,75.13,12.46,87.723,5381.76,22.06,0.87,0.39,1.45,1,0,0,0,0,0,0,0
2019-02-23,8.24,13.01,20.0,1157.0,310.0,0.1621,0.3036,2112.0,78.79,36.88,87.74,5726.34,21.86,0.95,0.25,1.68,1,0,0,0,0,0,0,0
2019-02-24,4.65,7.36,13.78,1157.0,310.0,0.1621,0.3036,2112.0,83.38,3.77,87.804,5469.73,20.87,0.72,0.21,1.42,0,0,1,0,0,0,0,0
2019-02-25,5.63,9.02,17.05,1157.0,310.0,0.1621,0.3036,2112.0,78.21,0.48,87.72,6784.75,22.54,0.64,0.25,1.23,0,0,0,0,1,0,0,0
2019-02-26,12.6,20.58,38.38,1157.0,310.0,0.1621,0.3036,2112.0,72.0,0.0,87.54299999999999,6680.13,24.26,0.62,0.24,1.09,0,0,0,1,0,0,0,0
2019-02-27,15.25,25.03,46.69,1157.0,310.0,0.1621,0.3036,2112.0,73.5,0.0,87.56,7245.04,24.96,0.69,0.21,1.26,0,0,0,0,1,0,0,0
2019-02-28,19.6,31.61,60.56,1157.0,310.0,0.1621,0.3036,2112.0,69.21,0.04,87.588,5715.91,24.54,0.62,0.19,1.29,0,0,1,0,0,0,0,0
2019-03-01,17.74,29.03,58.94,1157.0,310.0,0.1848,0.2857,2185.0,66.92,0.0,87.67399999999999,5216.36,24.53,0.61,0.23,1.13,1,0,0,0,0,0,0,0
2019-03-02,20.12,34.65,50.93,1157.0,310.0,0.1848,0.2857,2185.0,77.67,0.53,87.83,3936.49,22.37,0.67,0.21,1.51,1,0,0,0,0,0,0,0
2019-03-03,18.94,33.13,49.48,1157.0,310.0,0.1848,0.2857,2185.0,73.79,0.0,87.764,4738.79,23.47,0.62,0.23,1.04,0,0,0,0,1,0,0,0
2019-03-04,10.18,17.71,29.66,1157.0,310.0,0.1848,0.2857,2185.0,87.21,21.32,87.756,4289.48,21.3,0.65,0.22,1.11,1,0,0,0,0,0,0,0
2019-03-05,8.3,13.8,21.09,1157.0,310.0,0.1848,0.2857,2185.0,78.54,0.14,87.738,5645.62,22.71,0.6,0.22,1.09,0,0,0,0,1,0,0,0
2019-03-06,9.0,15.18,29.51,1157.0,310.0,0.1848,0.2857,2185.0,73.71,3.98,87.823,5167.8,22.74,0.65,0.23,1.31,0,0,0,0,1,0,0,0
2019-03-07,4.68,6.93,11.6,1157.0,310.0,0.1848,0.2857,2185.0,77.58,0.37,87.76,5462.28,22.36,0.67,0.3,1.03,0,0,0,0,1,0,0,0
2019-03-08,6.965,10.765,21.485,1157.0,310.0,0.1848,0.2857,2185.0,63.13,0.0,87.696,4904.02,23.79,0.54,0.2,1.15,0,1,0,0,0,0,0,0
2019-03-09,6.965,10.765,21.485,1157.0,310.0,0.1848,0.2857,2185.0,69.46,0.0,87.711,5713.91,24.54,0.63,0.24,1.16,0,0,0,0,1,0,0,0
2019-03-10,6.965,10.765,21.485,1157.0,310.0,0.1848,0.2857,2185.0,74.13,0.0,87.73100000000001,6543.21,24.57,0.62,0.17,1.1,0,0,0,0,1,0,0,0
2019-03-11,6.965,10.765,21.485,1157.0,310.0,0.1848,0.2857,2185.0,73.42,0.0,87.71600000000001,4943.49,23.99,0.56,0.24,1.19,0,0,0,1,0,0,0,0
2019-03-12,9.25,14.6,31.37,1157.0,310.0,0.1848,0.2857,2185.0,74.13,0.07,87.652,6240.72,24.68,0.61,0.17,1.26,0,0,0,0,1,0,0,0
2019-03-13,9.49,15.35,32.78,1157.0,310.0,0.1848,0.2857,2185.0,70.13,0.0,87.71799999999999,6769.53,24.08,0.74,0.27,1.23,0,0,0,0,0,0,1,0
2019-03-14,9.84,16.64,39.93,1157.0,310.0,0.1848,0.2857,2185.0,73.21,0.0,87.684,6436.77,24.1,0.7,0.28,1.12,0,0,1,0,0,0,0,0
2019-03-15,10.78,17.5,35.08,1157.0,310.0,0.1848,0.2857,2185.0,71.0,0.0,87.58,6666.1,24.55,0.69,0.26,1.17,0,0,0,0,1,0,0,0
2019-03-16,14.94,24.76,54.4,1157.0,310.0,0.1848,0.2857,2185.0,70.67,0.0,87.57600000000001,6281.64,25.12,0.72,0.26,1.28,0,0,0,0,1,0,0,0
2019-03-17,11.69,19.2,43.33,1157.0,310.0,0.1848,0.2857,2185.0,67.04,0.0,87.64299999999999,5438.84,24.98,0.76,0.19,1.48,0,0,1,0,0,0,0,0
2019-03-18,10.28,17.35,41.38,1157.0,310.0,0.1848,0.2857,2185.0,70.96,0.0,87.663,6039.42,24.54,0.63,0.2,1.38,0,0,1,0,0,0,0,0
2019-03-19,10.59,17.57,40.61,1157.0,310.0,0.1848,0.2857,2185.0,71.96,0.02,87.51100000000001,5640.94,25.33,0.6,0.13,1.21,0,0,0,0,1,0,0,0
2019-03-20,11.77,19.43,45.39,1157.0,310.0,0.1848,0.2857,2185.0,69.54,0.06,87.455,6435.22,25.72,0.74,0.17,1.4,0,0,0,0,1,0,0,0
2019-03-21,12.39,20.23,45.07,1157.0,310.0,0.1848,0.2857,2185.0,70.08,0.0,87.535,5094.93,24.99,0.69,0.19,1.3,0,0,0,0,1,0,0,0
2019-03-22,9.47,16.15,41.59,1157.0,310.0,0.1848,0.2857,2185.0,71.46,0.0,87.506,6486.31,25.15,0.69,0.25,1.41,0,0,0,0,1,0,0,0
2019-03-23,17.14,28.69,69.99,1157.0,310.0,0.1848,0.2857,2185.0,69.54,0.0,87.42299999999999,6095.4,25.29,0.62,0.22,1.15,0,0,0,0,1,0,0,0
2019-03-24,20.22,32.83,65.97,1157.0,310.0,0.1848,0.2857,2185.0,75.54,0.08,87.42,5536.74,24.86,0.68,0.24,1.32,0,0,0,0,1,0,0,0
2019-03-25,16.04,26.46,59.43,1157.0,310.0,0.1848,0.2857,2185.0,73.04,0.43,87.56700000000001,4879.42,24.54,0.75,0.28,1.24,1,0,0,0,0,0,0,0
2019-03-26,9.5,15.83,40.67,1157.0,310.0,0.1848,0.2857,2185.0,70.5,0.0,87.77799999999999,4554.91,23.77,0.76,0.22,1.3,1,0,0,0,0,0,0,0
2019-03-27,12.08,19.56,43.47,1157.0,310.0,0.1848,0.2857,2185.0,85.46,11.56,87.90799999999999,2328.19,21.49,0.6,0.19,1.19,0,0,1,0,0,0,0,0
2019-03-28,6.78,10.19,17.5,1157.0,310.0,0.1848,0.2857,2185.0,81.42,0.34,87.932,4773.22,22.14,0.75,0.39,1.48,0,0,1,0,0,0,0,0
2019-03-29,8.46,13.08,25.21,1157.0,310.0,0.1848,0.2857,2185.0,76.5,0.0,87.715,5844.6,24.02,0.6,0.27,1.01,0,0,1,0,0,0,0,0
2019-03-30,7.29,11.75,25.24,1157.0,310.0,0.1848,0.2857,2185.0,78.13,0.0,87.709,4383.03,23.55,0.66,0.2,1.26,0,0,0,0,1,0,0,0
2019-03-31,5.63,9.17,21.8,1157.0,310.0,0.1848,0.2857,2185.0,75.5,0.0,87.62700000000001,4935.39,24.23,0.66,0.24,1.3,0,0,0,0,1,0,0,0
