TimeStamp,PM1(Ug/m3),PM2.5(Ug/m3),PM10(Ug/m3),EVI,NDVI,average humidity (%),total rainfall (mm),average pressure (kPa),total radiation (W/m2),average temperature (oC),average windspeed (m/s),min windspeed (m/s),max windspeed (m/s),winddirection_E,winddirection_N,winddirection_NE,winddirection_NW,winddirection_S,winddirection_SE,winddirection_SW,winddirection_W
2018-11-20,10.305,13.55,24.810000000000002,0.2613,0.4242,80.0,12.11,87.64,4630.45,23.45,0.7,0.29,1.29,0,0,0,0,1,0,0,0
2018-11-21,10.305,13.55,24.810000000000002,0.2613,0.4242,76.21,0.05,87.634,4508.37,23.77,0.67,0.31,1.31,0,0,0,0,1,0,0,0
2018-11-22,10.305,13.55,24.810000000000002,0.2613,0.4242,79.83,0.02,87.641,4369.34,23.47,1.13,0.46,2.64,0,0,0,0,1,0,0,0
2018-11-23,10.305,13.55,24.810000000000002,0.2613,0.4242,83.67,0.09,87.64299999999999,2820.5,22.5,0.73,0.37,1.18,0,0,0,0,1,0,0,0
2018-11-24,10.305,13.55,24.810000000000002,0.2613,0.4242,80.29,0.07,87.695,3845.44,23.11,0.87,0.44,1.7,0,0,0,0,1,0,0,0
2018-11-25,10.305,13.55,24.810000000000002,0.2613,0.4242,83.79,0.14,87.64200000000001,4334.46,23.41,0.9,0.37,1.75,0,0,0,0,1,0,0,0
2018-11-26,10.305,13.55,24.810000000000002,0.2613,0.4242,77.83,0.06,87.55799999999999,4034.99,23.69,0.98,0.31,2.02,0,0,0,0,1,0,0,0
2018-11-27,10.305,13.55,24.810000000000002,0.2613,0.4242,73.5,0.04,87.551,4916.73,24.45,1.02,0.22,1.98,0,0,0,0,1,0,0,0
2018-11-28,10.305,13.55,24.810000000000002,0.2613,0.4242,73.38,0.0,87.544,4716.37,24.39,0.98,0.27,2.07,0,0,0,0,1,0,0,0
2018-11-29,10.305,13.55,24.810000000000002,0.2613,0.4242,70.54,0.0,87.478,5049.9,24.65,0.95,0.26,2.08,0,0,0,0,0,1,0,0
2018-11-30,10.305,13.55,24.810000000000002,0.2613,0.4242,60.67,0.0,87.435,5149.88,24.98,2.05,0.51,3.44,0,0,0,0,0,1,0,0
2018-12-01,9.13,12.54,25.1,0.2083,0.3787,65.04,0.0,87.456,4382.59,24.27,2.38,0.5,3.96,0,0,0,0,0,1,0,0
2018-12-02,13.39,17.61,30.15,0.2083,0.3787,74.67,0.59,87.46,3712.15,23.8,1.65,0.28,3.86,0,0,0,0,0,1,0,0
2018-12-03,5.99,7.42,10.88,0.2083,0.3787,82.92,10.41,87.444,3224.91,21.57,0.86,0.32,1.35,1,0,0,0,0,0,0,0
2018-12-04,6.89,8.46,11.52,0.2083,0.3787,87.33,4.75,87.602,2449.84,21.3,0.57,0.2,0.89,0,0,0,0,0,1,0,0
2018-12-05,6.1,7.34,9.72,0.2083,0.3787,85.54,0.02,87.661,3367.12,22.21,0.68,0.35,1.41,0,0,0,0,1,0,0,0
2018-12-06,6.68,8.19,11.11,0.2083,0.3787,88.54,24.39,87.605,2505.44,21.68,1.11,0.0,6.65,0,0,0,0,1,0,0,0
2018-12-07,19.38,23.82,32.21,0.2083,0.3787,77.42,0.12,87.432,4025.98,24.34,0.98,0.4,1.92,0,0,0,0,0,1,0,0
2018-12-08,12.53,16.24,27.65,0.2083,0.3787,76.25,15.38,87.62299999999999,3762.12,23.56,1.34,0.48,4.21,0,0,0,0,0,1,0,0
2018-12-09,8.35,10.1,12.5,0.2083,0.3787,91.79,0.95,87.881,2209.51,19.78,0.88,0.38,1.55,0,0,0,0,0,1,0,0
2018-12-10,10.79,13.17,16.95,0.2083,0.3787,85.79,5.21,87.932,2585.12,21.1,0.75,0.37,1.27,0,0,0,0,0,1,0,0
2018-12-11,6.71,7.79,8.72,0.2083,0.3787,98.29,17.84,88.014,757.54,17.91,1.01,0.73,1.55,0,0,0,0,0,1,0,0
2018-12-12,13.7,16.52,21.94,0.2083,0.3787,83.33,0.04,87.92299999999999,3272.1,22.01,0.86,0.52,1.12,0,0,0,0,0,1,0,0
2018-12-13,13.81,17.17,25.16,0.2083,0.3787,86.88,0.0,87.954,1994.96,21.42,0.65,0.4,0.97,0,0,0,0,1,0,0,0
2018-12-14,30.04,37.18,49.19,0.2083,0.3787,83.46,0.0,87.89,3769.41,22.44,0.86,0.4,1.38,0,0,0,0,1,0,0,0
2018-12-15,5.71,7.14,10.77,0.2083,0.3787,85.54,38.67,87.87299999999999,3753.42,22.02,0.89,0.4,1.94,0,0,0,0,1,0,0,0
2018-12-16,11.13,13.91,20.3,0.2083,0.3787,81.71,0.54,87.838,4138.06,21.32,1.9,0.0,23.31,0,0,0,0,1,0,0,0
2018-12-17,25.64,31.61,43.61,0.2083,0.3787,75.92,0.07,87.76299999999999,4934.68,23.9,1.78,0.51,4.25,0,0,0,0,0,1,0,0
2018-12-18,29.65,37.08,49.47,0.2083,0.3787,85.46,0.33,87.71700000000001,1833.93,22.34,0.89,0.53,1.35,0,0,0,0,1,0,0,0
2018-12-19,32.64,40.38,51.86,0.2083,0.3787,82.71,0.29,87.71700000000001,2154.82,22.74,1.3,0.38,3.41,0,0,0,0,0,1,0,0
2018-12-20,30.4,36.63,42.34,0.2083,0.3787,86.92,0.97,87.68700000000001,1546.35,21.25,0.74,0.27,1.22,0,0,0,0,1,0,0,0
2018-12-21,21.72,26.445,33.875,0.2083,0.3787,83.83,3.42,87.618,3013.8,22.34,1.47,0.29,3.74,0,0,0,0,0,1,0,0
2018-12-22,21.72,26.445,33.875,0.2083,0.3787,80.92,0.11,87.501,4209.52,23.32,1.44,0.61,2.47,0,0,0,0,0,1,0,0
2018-12-23,21.72,26.445,33.875,0.2083,0.3787,88.0,0.54,87.579,1204.27,20.92,0.76,0.41,1.35,0,0,0,0,0,1,0,0
2018-12-24,21.72,26.445,33.875,0.2083,0.3787,83.38,0.81,87.60600000000001,3880.76,22.61,1.59,0.58,3.97,0,0,0,0,1,0,0,0
2018-12-25,21.72,26.445,33.875,0.2083,0.3787,82.21,0.19,87.60799999999999,3730.86,22.74,1.02,0.52,1.81,0,0,0,0,1,0,0,0
2018-12-26,21.72,26.445,33.875,0.2083,0.3787,80.88,0.15,87.63,4824.01,24.02,1.69,0.87,2.9,0,0,0,0,0,1,0,0
2018-12-27,21.72,26.445,33.875,0.2083,0.3787,76.83,0.11,87.59899999999999,4630.73,23.92,1.25,0.6,1.78,0,0,0,0,0,1,0,0
2018-12-28,21.72,26.445,33.875,0.2083,0.3787,76.63,0.18,87.625,3862.07,23.9,1.88,0.38,3.8,0,0,0,0,0,1,0,0
2018-12-29,21.72,26.445,33.875,0.2083,0.3787,83.67,5.43,87.675,2808.7,21.24,1.15,0.41,3.6,0,0,0,0,0,1,0,0
2018-12-30,21.72,26.445,33.875,0.2083,0.3787,75.67,0.0,87.68799999999999,4810.0,23.57,2.03,0.45,4.09,0,0,0,0,0,1,0,0
2018-12-31,13.04,16.26,25.41,0.2083,0.3787,78.29,0.0,87.71600000000001,4296.84,23.44,1.77,0.43,3.8,0,0,0,0,0,1,0,0
2019-01-01,9.13,11.66,18.86,0.2159,0.3717,79.17,20.11,87.805,4515.33,22.74,1.79,0.0,4.77,0,0,0,0,0,1,0,0
2019-01-02,19.8,24.87,36.78,0.2159,0.3717,84.79,18.68,87.781,4294.26,22.27,0.92,0.39,1.48,0,0,0,0,1,0,0,0
2019-01-03,28.68,35.72,51.67,0.2159,0.3717,76.5,8.34,87.68700000000001,3302.22,23.4,1.13,0.25,3.73,0,0,0,0,1,0,0,0
2019-01-04,19.99,24.72,33.59,0.2159,0.3717,81.83,18.47,87.689,4347.27,22.61,1.21,0.0,3.84,0,0,0,0,0,1,0,0
2019-01-05,18.21,22.49,29.97,0.2159,0.3717,73.0,0.1,87.666,5034.16,24.27,4.72,0.0,36.91,0,0,0,0,0,1,0,0
2019-01-06,23.2,28.96,40.67,0.2159,0.3717,66.75,0.0,87.57600000000001,4612.63,24.76,2.11,0.55,4.24,0,0,0,0,0,1,0,0
2019-01-07,16.29,20.61,33.02,0.2159,0.3717,65.58,0.0,87.536,4747.04,25.12,2.51,0.48,5.48,0,0,0,0,0,1,0,0
2019-01-08,16.63,20.91,31.56,0.2159,0.3717,78.42,0.7,87.59200000000001,2510.11,22.67,1.61,0.41,3.78,0,0,0,0,0,1,0,0
2019-01-09,16.38,20.16,28.07,0.2159,0.3717,76.71,0.0,87.581,4150.46,24.24,2.09,0.53,4.63,0,0,0,0,0,1,0,0
2019-01-10,21.98,27.0,38.67,0.2159,0.3717,66.0,0.0,87.587,4031.51,25.47,2.93,0.57,5.23,0,0,0,0,0,1,0,0
2019-01-11,22.74,28.61,46.97,0.2159,0.3717,68.21,0.0,87.523,4022.66,25.21,3.02,0.46,5.88,0,0,0,0,0,1,0,0
2019-01-12,11.21,14.66,25.7,0.2159,0.3717,62.42,0.0,87.505,4914.39,24.88,3.26,0.63,5.81,0,0,0,0,0,1,0,0
2019-01-13,16.64,20.82,31.55,0.2159,0.3717,68.42,0.04,87.54899999999999,5103.02,24.29,2.7,0.38,6.03,0,0,0,0,0,1,0,0
2019-01-14,19.08,24.09,38.61,0.2159,0.3717,71.38,0.0,87.62899999999999,3265.53,24.29,2.05,0.38,4.3,0,0,0,0,0,1,0,0
2019-01-15,8.09,9.97,14.69,0.2159,0.3717,77.5,0.31,87.745,3666.6,22.74,1.41,0.58,3.88,0,0,0,0,0,1,0,0
2019-01-16,6.18,7.6,10.77,0.2159,0.3717,83.83,7.68,87.82799999999999,3840.94,21.77,1.7,0.56,3.34,0,0,0,0,0,1,0,0
2019-01-17,6.72,8.629999999999999,13.56,0.2159,0.3717,83.17,0.04,87.66,3625.78,23.02,1.34,0.49,3.07,0,0,0,0,0,1,0,0
2019-01-18,7.26,9.66,16.35,0.2159,0.3717,78.33,0.02,87.686,4100.23,23.3,1.44,0.44,3.36,0,0,0,0,0,1,0,0
2019-01-19,8.44,10.67,14.24,0.2159,0.3717,84.54,5.57,87.713,2554.3,21.64,1.13,0.49,3.42,0,0,0,0,1,0,0,0
2019-01-20,20.98,25.83,31.27,0.2159,0.3717,92.38,12.03,87.775,1598.53,20.43,0.75,0.42,1.22,0,0,0,0,1,0,0,0
2019-01-21,9.41,12.31,15.49,0.2159,0.3717,86.13,2.39,87.818,2720.17,21.63,1.37,0.52,3.51,0,0,0,0,0,1,0,0
2019-01-22,12.78,16.08,21.66,0.2159,0.3717,85.13,2.99,87.641,3449.64,22.61,1.34,0.47,3.46,0,0,0,0,1,0,0,0
2019-01-23,16.09,20.14,26.46,0.2159,0.3717,87.92,3.47,87.645,2029.57,22.58,0.62,0.35,0.89,0,0,0,0,1,0,0,0
2019-01-24,16.62,20.44,25.91,0.2159,0.3717,81.96,0.35,87.662,3375.54,23.73,1.41,0.46,3.36,0,0,0,0,0,1,0,0
2019-01-25,11.98,14.82,19.08,0.2159,0.3717,79.33,0.08,87.70100000000001,4867.56,24.29,1.93,0.53,4.06,0,0,0,0,0,1,0,0
2019-01-26,13.56,16.94,24.05,0.2159,0.3717,77.58,0.08,87.719,4731.17,23.98,1.88,0.67,3.73,0,0,0,0,0,1,0,0
2019-01-27,21.77,27.2,37.16,0.2159,0.3717,80.75,0.18,87.624,3232.96,24.02,1.45,0.43,3.26,0,0,0,0,1,0,0,0
2019-01-28,29.56,36.67,49.57,0.2159,0.3717,78.79,0.17,87.536,4213.23,24.58,1.79,0.37,3.9,0,0,0,0,0,1,0,0
2019-01-29,18.67,23.82,34.65,0.2159,0.3717,74.54,0.05,87.585,4343.34,24.87,1.9,0.58,3.89,0,0,0,0,0,1,0,0
2019-01-30,16.25,21.11,32.15,0.2159,0.3717,69.5,0.0,87.63600000000001,4672.8,24.59,2.5,0.38,4.82,0,0,0,0,0,1,0,0
2019-01-31,20.46,26.27,39.48,0.2159,0.3717,72.63,0.04,87.624,4418.63,24.26,2.0,0.47,3.96,0,0,0,0,0,1,0,0
2019-02-01,21.86,28.23,41.98,0.2035,0.3688,75.17,0.13,87.63600000000001,4434.64,24.48,1.96,0.5,3.8,0,0,0,0,0,1,0,0
2019-02-02,22.98,30.14,46.38,0.2035,0.3688,66.63,0.04,87.575,4994.07,25.17,2.43,0.5,4.47,0,0,0,0,0,1,0,0
2019-02-03,16.34,21.525,34.405,0.2035,0.3688,71.33,0.14,87.51,4908.9,25.17,2.2,0.43,4.3,0,0,0,0,0,1,0,0
2019-02-04,16.34,21.525,34.405,0.2035,0.3688,73.67,0.12,87.479,4973.98,25.05,2.33,0.46,4.77,0,0,0,0,0,1,0,0
2019-02-05,16.34,21.525,34.405,0.2035,0.3688,76.79,0.02,87.53,3180.6,24.6,2.4,0.73,4.73,0,0,0,0,0,1,0,0
2019-02-06,9.7,12.91,22.43,0.2035,0.3688,76.5,0.08,87.58,4045.63,24.86,1.86,0.45,3.74,0,0,0,0,0,1,0,0
2019-02-07,13.86,18.09,29.04,0.2035,0.3688,79.0,0.08,87.63799999999999,3293.9,23.73,1.81,0.35,3.62,0,0,0,0,0,1,0,0
2019-02-08,7.93,10.96,20.79,0.2035,0.3688,76.88,0.04,87.541,4213.65,25.38,1.91,0.57,3.9,0,0,0,0,1,0,0,0
2019-02-09,9.92,12.94,21.23,0.2035,0.3688,77.54,0.0,87.431,3217.31,25.78,1.71,0.5,3.71,0,0,0,0,0,1,0,0
2019-02-10,17.77,23.19,35.33,0.2035,0.3688,68.42,0.0,87.476,4479.56,26.08,2.53,0.3,4.67,0,0,0,0,0,1,0,0
2019-02-11,18.87,26.03,46.3,0.2035,0.3688,71.29,0.0,87.585,2563.3,24.34,2.78,0.51,4.43,0,0,0,0,0,1,0,0
2019-02-12,13.18,17.24,26.95,0.2035,0.3688,79.13,0.12,87.509,3649.75,24.78,1.84,0.4,3.78,0,0,0,0,0,1,0,0
2019-02-13,19.21,25.18,41.73,0.2035,0.3688,68.17,0.12,87.63799999999999,4923.16,25.63,2.16,0.51,4.08,0,0,0,0,0,1,0,0
2019-02-14,11.89,15.8,26.84,0.2035,0.3688,59.63,0.0,87.736,4917.36,26.38,3.1,1.24,4.62,0,0,0,0,0,1,0,0
2019-02-15,17.52,24.14,36.93,0.2035,0.3688,67.08,1.99,87.792,3213.31,23.87,1.56,0.33,3.64,0,0,0,0,0,1,0,0
2019-02-16,15.24,19.9,27.79,0.2035,0.3688,65.96,0.0,87.795,5753.17,24.74,0.67,0.22,1.33,0,0,1,0,0,0,0,0
2019-02-17,9.79,12.76,18.67,0.2035,0.3688,74.71,1.47,87.735,3694.69,23.36,0.64,0.2,1.34,1,0,0,0,0,0,0,0
2019-02-18,13.77,18.9,29.15,0.2035,0.3688,66.17,0.46,87.63600000000001,4015.29,23.52,0.69,0.22,1.51,1,0,0,0,0,0,0,0
2019-02-19,16.28,22.57,32.74,0.2035,0.3688,62.92,0.0,87.571,5233.37,24.56,0.74,0.34,1.55,1,0,0,0,0,0,0,0
2019-02-20,8.16,10.97,16.0,0.2035,0.3688,68.13,0.0,87.635,5195.8,24.78,0.7,0.27,1.25,0,0,0,0,1,0,0,0
2019-02-21,3.73,4.85,6.92,0.2035,0.3688,78.71,24.87,87.721,5436.57,22.74,0.76,0.4,1.27,0,0,0,0,0,1,0,0
2019-02-22,12.385,15.975000000000001,26.09,0.2035,0.3688,75.13,12.46,87.723,5381.76,22.06,0.87,0.39,1.45,1,0,0,0,0,0,0,0
2019-02-23,12.385,15.975000000000001,26.09,0.2035,0.3688,78.79,36.88,87.74,5726.34,21.86,0.95,0.25,1.68,1,0,0,0,0,0,0,0
2019-02-24,12.385,15.975000000000001,26.09,0.2035,0.3688,83.38,3.77,87.804,5469.73,20.87,0.72,0.21,1.42,0,0,1,0,0,0,0,0
2019-02-25,12.385,15.975000000000001,26.09,0.2035,0.3688,78.21,0.48,87.72,6784.75,22.54,0.64,0.25,1.23,0,0,0,0,1,0,0,0
2019-02-26,12.385,15.975000000000001,26.09,0.2035,0.3688,72.0,0.0,87.54299999999999,6680.13,24.26,0.62,0.24,1.09,0,0,0,1,0,0,0,0
2019-02-27,12.385,15.975000000000001,26.09,0.2035,0.3688,73.5,0.0,87.56,7245.04,24.96,0.69,0.21,1.26,0,0,0,0,1,0,0,0
2019-02-28,21.04,27.1,45.26,0.2035,0.3688,69.21,0.04,87.588,5715.91,24.54,0.62,0.19,1.29,0,0,1,0,0,0,0,0
2019-03-01,14.56,18.79,29.45,0.1843,0.3287,66.92,0.0,87.67399999999999,5216.36,24.53,0.61,0.23,1.13,1,0,0,0,0,0,0,0
2019-03-02,16.74,23.23,28.27,0.1843,0.3287,77.67,0.53,87.83,3936.49,22.37,0.67,0.21,1.51,1,0,0,0,0,0,0,0
2019-03-03,14.96,21.51,27.22,0.1843,0.3287,73.79,0.0,87.764,4738.79,23.47,0.62,0.23,1.04,0,0,0,0,1,0,0,0
2019-03-04,8.04,11.42,14.64,0.1843,0.3287,87.21,21.32,87.756,4289.48,21.3,0.65,0.22,1.11,1,0,0,0,0,0,0,0
2019-03-05,6.96,9.31,11.36,0.1843,0.3287,78.54,0.14,87.738,5645.62,22.71,0.6,0.22,1.09,0,0,0,0,1,0,0,0
2019-03-06,6.2,8.18,12.9,0.1843,0.3287,73.71,3.98,87.823,5167.8,22.74,0.65,0.23,1.31,0,0,0,0,1,0,0,0
2019-03-07,10.32,12.82,17.77,0.1843,0.3287,77.58,0.37,87.76,5462.28,22.36,0.67,0.3,1.03,0,0,0,0,1,0,0,0
2019-03-08,17.34,22.27,29.86,0.1843,0.3287,63.13,0.0,87.696,4904.02,23.79,0.54,0.2,1.15,0,1,0,0,0,0,0,0
2019-03-09,18.21,23.62,32.12,0.1843,0.3287,69.46,0.0,87.711,5713.91,24.54,0.63,0.24,1.16,0,0,0,0,1,0,0,0
2019-03-10,8.14,10.24,13.93,0.1843,0.3287,74.13,0.0,87.73100000000001,6543.21,24.57,0.62,0.17,1.1,0,0,0,0,1,0,0,0
2019-03-11,8.79,11.44,18.52,0.1843,0.3287,73.42,0.0,87.71600000000001,4943.49,23.99,0.56,0.24,1.19,0,0,0,1,0,0,0,0
2019-03-12,10.77,13.97,22.76,0.1843,0.3287,74.13,0.07,87.652,6240.72,24.68,0.61,0.17,1.26,0,0,0,0,1,0,0,0
2019-03-13,6.32,8.19,13.98,0.1843,0.3287,70.13,0.0,87.71799999999999,6769.53,24.08,0.74,0.27,1.23,0,0,0,0,0,0,1,0
2019-03-14,6.95,8.96,13.96,0.1843,0.3287,73.21,0.0,87.684,6436.77,24.1,0.7,0.28,1.12,0,0,1,0,0,0,0,0
2019-03-15,7.34,9.59,15.4,0.1843,0.3287,71.0,0.0,87.58,6666.1,24.55,0.69,0.26,1.17,0,0,0,0,1,0,0,0
2019-03-16,16.71,21.38,34.64,0.1843,0.3287,70.67,0.0,87.57600000000001,6281.64,25.12,0.72,0.26,1.28,0,0,0,0,1,0,0,0
2019-03-17,11.72,15.16,23.67,0.1843,0.3287,67.04,0.0,87.64299999999999,5438.84,24.98,0.76,0.19,1.48,0,0,1,0,0,0,0,0
2019-03-18,6.12,8.29,14.45,0.1843,0.3287,70.96,0.0,87.663,6039.42,24.54,0.63,0.2,1.38,0,0,1,0,0,0,0,0
2019-03-19,11.61,14.85,22.15,0.1843,0.3287,71.96,0.02,87.51100000000001,5640.94,25.33,0.6,0.13,1.21,0,0,0,0,1,0,0,0
2019-03-20,9.27,12.3,20.64,0.1843,0.3287,69.54,0.06,87.455,6435.22,25.72,0.74,0.17,1.4,0,0,0,0,1,0,0,0
2019-03-21,10.61,13.63,21.85,0.1843,0.3287,70.08,0.0,87.535,5094.93,24.99,0.69,0.19,1.3,0,0,0,0,1,0,0,0
2019-03-22,5.91,7.96,14.97,0.1843,0.3287,71.46,0.0,87.506,6486.31,25.15,0.69,0.25,1.41,0,0,0,0,1,0,0,0
2019-03-23,15.09,19.44,32.28,0.1843,0.3287,69.54,0.0,87.42299999999999,6095.4,25.29,0.62,0.22,1.15,0,0,0,0,1,0,0,0
2019-03-24,15.98,20.33,30.17,0.1843,0.3287,75.54,0.08,87.42,5536.74,24.86,0.68,0.24,1.32,0,0,0,0,1,0,0,0
2019-03-25,11.22,15.21,27.38,0.1843,0.3287,73.04,0.43,87.56700000000001,4879.42,24.54,0.75,0.28,1.24,1,0,0,0,0,0,0,0
2019-03-26,7.41,9.95,18.82,0.1843,0.3287,70.5,0.0,87.77799999999999,4554.91,23.77,0.76,0.22,1.3,1,0,0,0,0,0,0,0
2019-03-27,11.14,14.04,21.79,0.1843,0.3287,85.46,11.56,87.90799999999999,2328.19,21.49,0.6,0.19,1.19,0,0,1,0,0,0,0,0
2019-03-28,5.62,6.78,9.31,0.1843,0.3287,81.42,0.34,87.932,4773.22,22.14,0.75,0.39,1.48,0,0,1,0,0,0,0,0
2019-03-29,7.08,8.91,13.96,0.1843,0.3287,76.5,0.0,87.715,5844.6,24.02,0.6,0.27,1.01,0,0,1,0,0,0,0,0
2019-03-30,8.55,10.71,16.22,0.1843,0.3287,78.13,0.0,87.709,4383.03,23.55,0.66,0.2,1.26,0,0,0,0,1,0,0,0
2019-03-31,4.8,6.18,10.68,0.1843,0.3287,75.5,0.0,87.62700000000001,4935.39,24.23,0.66,0.24,1.3,0,0,0,0,1,0,0,0
2019-04-01,4.68,6.045,10.565,0.2186,0.3674,74.79,0.0,87.65799999999999,5582.26,24.24,0.78,0.28,1.25,0,0,0,0,1,0,0,0
2019-04-02,4.68,6.045,10.565,0.2186,0.3674,80.54,4.88,87.71,4538.82,22.06,0.71,0.22,1.57,0,1,0,0,0,0,0,0
2019-04-03,4.56,5.91,10.45,0.2186,0.3674,74.54,0.05,87.625,5160.32,24.28,0.59,0.26,1.13,0,0,0,0,1,0,0,0
2019-04-04,4.93,6.59,11.6,0.2186,0.3674,77.92,0.29,87.6,4139.2,24.1,0.61,0.2,1.18,0,0,0,0,1,0,0,0
2019-04-05,6.69,8.65,13.0,0.2186,0.3674,78.21,0.0,87.59100000000001,5766.86,24.72,0.68,0.19,1.37,0,0,0,0,1,0,0,0
